Household_ID,City,Latitude,House_Type,Roof_Type,Roof_Pitch,Roof_Azimuth,Floors,Financed,Year,Panel_Capacity,Shading,Generation
77B68202E8,Sydney,-33.730061,Double Brick,Other,25.0,110.0,Single,No,2020,7560,None,11460.542
A04BEC7FD9,Sydney,-33.114999,Timber Frame,Tile,20.0,335.0,Double,Yes,2015,6720,None,11982.496
2A26AE5AAD,Sydney,-33.720473,Timber Frame,Tile,5.0,4.0,Double,No,2020,6300,None,11035.208
8595B93DEA,Sydney,-33.708634,Double Brick,Other,30.0,360.0,Single,Yes,2020,5880,None,11380.177
90988DB3BB,Sydney,-33.504347,Other,Other,25.0,289.0,Double,Yes,2019,6720,Partial,9265.693
DD1A2E3F44,Sydney,-33.594814,,Steel,30.0,359.0,Single,Yes,2021,7140,Partial,11184.505
03166E8A75,Sydney,-33.845149,Timber Frame,,10.0,160.0,Single,No,2021,5040,None,8030.647
C1AAC30D9E,Sydney,-33.499862,Timber Frame,Steel,20.0,,Other,No,2010,5880,None,7599.497
FCEC5901E0,Sydney,-33.794263,Double Brick,Tile,25.0,140.0,Double,No,2011,6720,Partial,6824.7
6892D06FBE,Sydney,-33.933328,Timber Frame,Steel,25.0,193.0,Single,No,2020,6720,Significant,4478.144
AA316DF190,Sydney,-33.541455,Timber Frame,Tile,20.0,130.0,Double,Yes,2012,7980,None,11034.829
6AC4CCC4ED,Sydney,-34.027736,Timber Frame,Other,20.0,27.0,,Yes,2011,7140,None,11971.029
B6F35EFB06,Sydney,-33.992371,Timber Frame,,10.0,276.0,Single,Yes,2017,5880,None,9626.8
E1F72472D1,Sydney,-33.966604,Timber Frame,Steel,22.5,270.0,Other,Yes,2020,5460,None,8998.556
A4F94EC579,Sydney,-33.967447,Timber Frame,Steel,35.0,322.0,Double,Yes,2017,6300,None,11208.255
6A727987EE,Sydney,-33.507141,Double Brick,Steel,25.0,249.0,Single,Yes,2011,6300,None,8714.194
C7CAD05B9A,Sydney,-33.977844,Timber Frame,Tile,25.0,350.0,Single,No,2020,5880,,8874.719
6B5470C3AA,Sydney,-33.673149,Timber Frame,Tile,20.0,111.0,Single,Yes,2019,5460,None,8534.461
D0BF25491C,Sydney,-33.733237,Timber Frame,,35.0,30.0,Single,No,2011,7560,None,12746.086
595FCAB80E,Sydney,-33.633026,Other,Steel,30.0,310.0,Other,Yes,2018,7140,None,12713.758
A3CBEA59BB,Sydney,-33.572974,Timber Frame,,30.0,27.0,Double,No,2014,5880,None,10389.882
2B5981788F,Sydney,-33.601053,Timber Frame,Steel,25.0,94.0,Other,No,2020,7140,Partial,9193.483
E5FE0E5E06,Sydney,-33.672478,Timber Frame,Tile,30.0,170.0,Double,Yes,2011,6300,None,7148.292
32BACC4461,Sydney,-34.146582,Timber Frame,Steel,25.0,9.0,Single,No,2010,7140,,12106.606
49E88DF94D,Sydney,-33.994533,Timber Frame,Tile,30.0,360.0,Double,No,2010,5880,None,10163.989
CBA7430655,Sydney,-34.15082,Timber Frame,Tile,25.0,,Double,Yes,2012,6720,None,9707.124
D079FC6485,Sydney,-33.814686,Timber Frame,Tile,25.0,239.0,Single,Yes,2019,8400,None,12251.868
E512A268E0,Sydney,-34.241397,Timber Frame,Tile,22.5,345.0,Double,Yes,2017,6720,None,12110.811
F133E81E94,Sydney,-34.02782,Double Brick,Steel,30.0,310.0,Single,Yes,2022,6300,None,-229758.46000000002
6A6259521F,Sydney,-33.135521,Double Brick,Tile,30.0,341.0,,No,2020,7980,Partial,12216.656
A040A3A456,Sydney,-33.814122,Timber Frame,Tile,35.0,46.0,Single,Yes,2020,8400,None,15257.266
FB8EBFE38F,Sydney,-33.755066,Timber Frame,Tile,12.5,257.0,Single,No,2014,7560,Significant,5789.623
EEE34B8799,Sydney,-33.880137,Timber Frame,Steel,30.0,2.0,Other,No,2013,7140,Partial,10217.997
47E43A6DC7,Sydney,-33.545608,Timber Frame,Tile,10.0,14.0,Double,No,2010,5460,Partial,7099.056
250FD4D610,Sydney,-33.771,Timber Frame,,20.0,295.0,Other,Yes,2018,4620,None,7941.186
6DD26DBD7C,Sydney,-33.752957,Double Brick,Tile,25.0,67.0,Single,Yes,2017,7140,Partial,9477.066
D42C8E723D,Sydney,-34.158542,Double Brick,,20.0,26.0,Double,Yes,2011,5040,Significant,4219.756
708530312D,Sydney,,Other,Steel,25.0,117.0,Single,Yes,2020,6720,Partial,7926.963
AB426C605E,Sydney,-33.993464,Double Brick,,20.0,325.0,Double,Yes,2012,7980,Partial,10756.956
067655A210,Sydney,-33.776734,,Tile,20.0,360.0,,No,2011,6300,Partial,8672.635
FDFD8AEA16,Sydney,-33.903219,Timber Frame,Steel,5.0,13.0,Single,Yes,2021,7140,Partial,10074.53
5589375057,Sydney,-33.583831,Other,Other,30.0,343.0,Single,No,2021,5040,None,9696.736
A080270BA6,Sydney,-33.846385,Timber Frame,Tile,25.0,83.0,Double,Yes,2020,5880,None,9694.513
60158374AF,Sydney,-34.17494,Double Brick,Tile,12.5,359.0,Single,Yes,2021,5040,Partial,7426.536
CBECE26577,Sydney,-33.843949,,Steel,25.0,69.0,Single,Yes,2015,7560,Partial,9750.384
005C6F25D4,Sydney,-33.67472,Double Brick,Tile,30.0,213.0,Single,Yes,2021,5460,,7274.16
BFD5DF37AF,Sydney,-33.834168,Other,Tile,25.0,285.0,Double,No,2021,6720,None,11630.919
9F06B5595D,Sydney,-34.146951,,Tile,30.0,45.0,,No,2020,3780,None,6899.659
C8858B75DE,Sydney,-33.526634,Timber Frame,Steel,25.0,259.0,,Yes,2020,6300,Partial,7994.535
7472EBB4EC,Sydney,-34.466002,Timber Frame,Tile,30.0,102.0,Single,No,2019,6720,Partial,7980.969
C116C4A6BC,Sydney,-33.737448,Double Brick,Tile,30.0,194.0,Double,Yes,2022,6300,None,-160567.96
10CE912B92,Sydney,-33.593713,Timber Frame,Tile,20.0,284.0,Double,No,2013,7140,Partial,9129.46
F812F405ED,Sydney,-33.630193,Other,,20.0,309.0,Other,No,2021,7980,None,14581.241
E6C7423C77,Sydney,-34.270863,Timber Frame,,22.5,197.0,Single,Yes,2012,5880,None,7454.158
FF7E226131,Sydney,-34.194811,Timber Frame,Steel,30.0,360.0,,Yes,2013,5460,None,9729.33
73EF46D2FE,Sydney,-33.88496,Timber Frame,Tile,30.0,179.0,,No,2013,5040,None,5699.395
EFF37029EC,Sydney,-33.438801,Other,,30.0,20.0,Single,No,2019,5040,None,9488.282
3034FC756D,Sydney,-33.724926,Timber Frame,Steel,25.0,110.0,Double,No,2011,7140,Partial,7876.29
0E48966BF3,Sydney,-33.180037,Double Brick,Tile,5.0,16.0,Single,Yes,2016,6300,None,10686.434
2F8CBAE0AB,Sydney,-33.481685,Timber Frame,Steel,25.0,239.0,Other,No,2012,6300,Partial,6870.122
B00FA41167,Sydney,-33.515317,Timber Frame,Tile,25.0,313.0,Single,No,2011,5460,None,9086.748
4C344BC9E5,Sydney,-34.210282,,Tile,25.0,250.0,,No,2011,7140,Partial,7847.658
55E62FC644,Sydney,-33.735863,Double Brick,Steel,25.0,359.0,Double,No,2011,6720,None,11673.71
EE64895673,Sydney,-33.557983,Timber Frame,Other,5.0,359.0,Other,Yes,2019,5040,None,8757.307
79E61116DD,Sydney,-33.814454,Timber Frame,Other,20.0,60.0,Double,Yes,2007,7980,Partial,9803.366
8A319C3BA0,Sydney,-34.05982,Timber Frame,Steel,5.0,27.0,Single,No,2011,7560,None,11921.588
3D51C3B173,Sydney,-34.300699,Double Brick,Other,30.0,196.0,Single,Yes,2020,5460,None,6842.585
531029D973,Sydney,-33.667911,,Tile,22.5,116.0,Double,Yes,2020,6300,Partial,7697.118
305B763508,Sydney,-33.30806,Other,Steel,25.0,281.0,,Yes,2019,6720,None,11366.533
ECC304A153,Sydney,-33.810543,Timber Frame,Tile,30.0,251.0,Single,Yes,2018,5460,Significant,4029.409
5D63EB2779,Sydney,-33.706381,Timber Frame,Steel,20.0,24.0,Single,Yes,2018,6720,None,12248.087
9DD1FBBA80,Sydney,-34.136054,Timber Frame,Steel,25.0,0.0,Double,Yes,2012,4620,Partial,6455.884
C042A562A0,Sydney,-33.837327,Timber Frame,,10.0,76.0,Other,No,2021,7560,None,13044.548
9375518F27,Sydney,-34.062333,,Tile,30.0,237.0,Double,Yes,2021,7140,None,10251.525
BCA8EB8DCF,Sydney,-34.163705,Timber Frame,Other,22.5,285.0,Single,Yes,2016,6720,None,11010.743
537BD8E302,Sydney,-33.646582,Double Brick,Other,25.0,83.0,Double,Yes,2013,6300,Partial,7740.663
16F28C8529,Sydney,-33.772176,Other,Tile,35.0,360.0,Other,Yes,2020,7980,None,15349.508
69DFA7C42F,Sydney,-33.77649,Timber Frame,Steel,30.0,134.0,Single,Yes,2012,5880,None,7271.222
37A833316B,Sydney,-33.499253,Double Brick,Steel,10.0,0.0,Other,No,2010,5460,Partial,7163.713
4616FD57F4,Sydney,-33.97029,Timber Frame,Tile,22.5,329.0,Single,Yes,2021,6720,None,12524.014
412BD4923F,Sydney,-33.709075,Timber Frame,Tile,30.0,84.0,Double,Yes,2014,6720,Significant,5115.913
7E1AFE317E,Sydney,-33.75005,Timber Frame,Tile,20.0,21.0,Double,No,2018,7140,Partial,10432.03
0D4C053E76,Sydney,-33.812297,Timber Frame,Tile,22.5,230.0,Single,No,2009,6720,None,8780.601
EF2D4C5B82,Sydney,-34.053164,Double Brick,,20.0,359.0,Single,No,2008,7140,None,11802.214
0EDC3B93B1,Sydney,-33.638113,Timber Frame,Tile,22.5,50.0,Single,No,2021,7140,None,13040.903
13402A04A7,Sydney,-33.452037,,Tile,25.0,38.0,Double,Yes,2021,4620,None,8668.809
4B8D26B7F5,Sydney,-33.57049,Timber Frame,Steel,22.5,114.0,Single,Yes,2017,7980,Partial,9508.219
708076D48D,Sydney,-33.88439,Timber Frame,Tile,35.0,305.0,Double,No,2010,6300,None,9972.717
C4BB09BF48,Sydney,,Double Brick,Tile,20.0,321.0,Other,Yes,2016,6720,None,11902.962
A2B612DB0A,Sydney,-34.09537,Double Brick,Tile,25.0,341.0,Double,Yes,2009,6300,None,10413.442
277E44C512,Sydney,-33.69312,Double Brick,Steel,22.5,307.0,Double,Yes,2014,5040,Partial,6829.597
EC9A2435A2,Sydney,-33.848495,Timber Frame,,5.0,279.0,Double,Yes,2021,6300,None,10692.303
709909B6BA,Sydney,-33.986575,Timber Frame,Steel,20.0,360.0,Double,Yes,2014,7980,None,14137.491
F8EEC8ECB8,Sydney,-33.941968,Timber Frame,Steel,22.5,204.0,Single,Yes,2011,6300,None,8013.34
79C5B17E5A,Sydney,-34.130294,,Tile,22.5,283.0,Double,No,2021,6720,None,11543.216
4B57954846,Sydney,-33.539553,Timber Frame,,20.0,,Single,Yes,2015,7980,None,11117.175
F9DD2CA211,Sydney,-33.508816,Timber Frame,Steel,10.0,251.0,Double,Yes,2015,7140,None,11208.007
B905A0C10B,Sydney,-34.15277,Timber Frame,Tile,12.5,20.0,Double,Yes,2018,7560,Significant,6659.401
F6497B42FE,Sydney,-33.850801,Timber Frame,Steel,35.0,2.0,Single,No,2018,6720,None,12617.842
809E41FFA5,Sydney,-34.098983,,Tile,25.0,,Single,No,2017,7560,None,12330.945
C16DABC425,Sydney,-33.486793,Double Brick,Steel,35.0,19.0,Other,Yes,2017,4200,None,7692.766
6EFE9F2F0B,Sydney,-34.135109,Timber Frame,Tile,30.0,115.0,Other,Yes,2018,6300,None,8900.254
C943988F10,Sydney,-33.747826,Timber Frame,Tile,25.0,32.0,Single,Yes,2016,6300,None,11246.208
9A4284570C,Sydney,-34.005005,Double Brick,Steel,22.5,14.0,Double,Yes,2012,7980,None,13746.777
8143C73389,Sydney,-33.784796,Timber Frame,,10.0,356.0,Double,No,2011,5460,Significant,4497.199
B2B3E5D057,Sydney,-33.838898,Timber Frame,Tile,10.0,359.0,Single,Yes,2019,6720,None,12069.041
559B45CB40,Sydney,-33.84203,Timber Frame,Steel,30.0,77.0,Double,Yes,2018,6720,None,10908.247
67CB02ABA9,Sydney,-33.903575,Timber Frame,Steel,35.0,349.0,Single,No,2016,5040,Partial,7329.539
CB5D746791,Sydney,-33.628779,Timber Frame,Tile,10.0,230.0,Single,Yes,2020,7560,None,12158.682
5F34AEF791,Sydney,-33.872147,Double Brick,Tile,25.0,79.0,Other,Yes,2014,6720,Partial,8389.144
FB83BA8A2C,Sydney,-33.918459,Timber Frame,Steel,20.0,90.0,Single,Yes,2013,7560,Partial,9316.904
4B641AB8DF,Sydney,-33.950138,,,25.0,349.0,Single,Yes,2011,6720,None,11499.504
C2C96D361A,Sydney,-34.165387,Timber Frame,Tile,25.0,146.0,Single,Yes,2011,6300,Partial,6276.785
04E0360DFF,Sydney,-33.743604,Other,Other,30.0,259.0,Double,Yes,2020,5880,Significant,4591.431
FF546807B6,Sydney,-34.041355,Timber Frame,Tile,35.0,184.0,Other,Yes,2020,4200,None,4786.808
DBA7F9CC76,Sydney,-33.700974,Timber Frame,Steel,30.0,84.0,Double,Yes,2009,7560,None,10888.958
1A7128AAF4,Sydney,-33.65407,Other,Steel,30.0,333.0,Double,Yes,2019,7140,None,13276.302
2421D1CF34,Sydney,-33.976353,Double Brick,Steel,35.0,315.0,,Yes,2013,6300,None,10639.337
8860F7BC18,Sydney,-34.192608,Timber Frame,Steel,20.0,339.0,Double,Yes,2021,7980,Partial,11926.562
833E7938E6,Sydney,-33.607069,Timber Frame,Steel,12.5,8.0,Single,Yes,2012,7560,None,12703.067
6D9CD71CF6,Sydney,-33.291798,Timber Frame,Tile,35.0,45.0,Single,Yes,2019,5460,,9937.021
177E644404,Sydney,-34.019558,Other,Other,5.0,46.0,Double,No,2016,4620,None,7614.287
2BF546034C,Sydney,-34.110484,Timber Frame,Tile,20.0,360.0,Single,Yes,2020,5880,None,11072.251
5A8B357E27,Sydney,-33.846059,Timber Frame,Tile,12.5,340.0,Double,Yes,2021,5460,Significant,5012.586
96A8C347F6,Sydney,-33.679572,Double Brick,Tile,5.0,358.0,Double,No,2013,7140,None,11610.508
EC99E7A13B,Sydney,-34.263661,Timber Frame,Steel,30.0,340.0,Double,Yes,2021,6300,None,11925.077
202FAB576B,Sydney,-33.957595,Timber Frame,Tile,35.0,248.0,Double,Yes,2012,6300,Partial,6706.775
D5F2C36DB6,Sydney,-34.041002,Timber Frame,Other,20.0,51.0,Double,Yes,2014,5880,None,9917.674
02595CD4CC,Sydney,-33.416557,Timber Frame,Steel,20.0,28.0,Other,Yes,2011,7140,Partial,9671.434
A7F04C5864,Sydney,-34.111259,Timber Frame,Tile,20.0,353.0,Double,Yes,2013,6720,None,11688.36
06A818FB7D,Sydney,-33.622211,,Steel,20.0,22.0,Other,Yes,2020,4620,None,8627.605
1FBB25E5E5,Sydney,-33.759649,Timber Frame,Other,22.5,129.0,,Yes,2012,7560,None,10208.499
B2B175D2F1,Sydney,-34.047157,Timber Frame,,35.0,309.0,Single,Yes,2021,7140,None,12850.63
AEF22310B2,Sydney,-34.643066,Double Brick,Steel,30.0,221.0,Single,No,2021,5460,None,7281.592
90C81AD68A,Sydney,-33.571582,Timber Frame,Steel,25.0,12.0,Single,No,2009,6300,Partial,8514.981
B857B446CD,Sydney,-33.672036,Double Brick,Tile,30.0,107.0,Single,Yes,2013,5040,None,6995.038
2AA76CFE2A,Sydney,-33.64629,Timber Frame,Colorbond,30.0,352.0,Single,Yes,2018,5880,None,11067.784
72E903F38C,Sydney,-33.884458,Timber Frame,Steel,22.5,84.0,Single,No,2011,5460,None,8236.907
838228F0E3,Sydney,-33.735791,Timber Frame,Steel,30.0,321.0,Double,No,2016,7560,None,13424.853
4A11ABDD27,Sydney,-33.667065,Timber Frame,,30.0,337.0,Single,No,2011,7140,None,12238.845
8100EC9871,Sydney,-33.705728,Timber Frame,Steel,35.0,179.0,Single,Yes,2016,6300,None,6874.575
4C87CEF505,Sydney,-34.005081,Timber Frame,Tile,30.0,157.0,Double,Yes,2017,6720,None,8317.621
561275D07F,Sydney,-33.678157,Double Brick,Tile,20.0,209.0,Double,Yes,2020,5880,None,8610.506
E5849C8861,Sydney,-33.610455,Timber Frame,Steel,30.0,309.0,Single,Yes,2012,7140,None,11880.667
F3DDA6A64B,Sydney,-34.220662,Timber Frame,Tile,25.0,257.0,Double,No,2012,7980,None,11394.799
D5600FDF40,Sydney,-34.15591,Timber Frame,Steel,30.0,317.0,Single,Yes,2013,7560,None,12834.362
7DA05C2B80,Sydney,-33.524336,Timber Frame,Tile,30.0,340.0,Single,No,2013,7140,None,12591.518
B8F0228710,Sydney,-34.004227,Timber Frame,Other,5.0,70.0,Double,Yes,2020,5460,None,9359.83
4A7FBE220F,Sydney,-34.128677,Double Brick,Steel,35.0,338.0,Single,Yes,2010,6720,None,11247.04
83D3F6AB9A,Sydney,-33.81378,Timber Frame,Steel,25.0,76.0,Double,Yes,2021,7560,None,12792.312
27097993D2,Sydney,-34.0067,Timber Frame,Steel,30.0,336.0,Single,Yes,2013,6300,,8775.633
61EF898C2C,Sydney,-33.945265,Double Brick,Steel,12.5,126.0,Other,Yes,2016,6720,None,10300.083
BE2AC42C1D,Sydney,-33.643555,Timber Frame,Steel,20.0,231.0,Double,No,2011,6300,None,8672.715
E46B23667F,Sydney,-34.0247,Timber Frame,Tile,30.0,142.0,Double,No,2021,6720,None,8946.165
4B76A35B1C,Sydney,-33.752026,Timber Frame,Tile,30.0,271.0,Double,No,2010,7140,None,10449.844
14C7021E41,Sydney,-33.992828,Weatherboard,Tile,25.0,358.0,Single,No,2014,7140,None,12753.666
2A09754AF0,Sydney,-33.778471,Timber Frame,Other,22.5,246.0,Single,No,2019,6720,,10225.605
DCE122AD04,Sydney,-33.8779,Timber Frame,Steel,20.0,69.0,Other,No,2020,5880,None,10203.469
307F3E86BF,Sydney,-33.822969,Timber Frame,Tile,30.0,1.0,Single,No,2017,5880,Partial,8804.295
1FC079BA27,Sydney,-33.484414,,Steel,12.5,,Double,No,2019,6720,None,10422.286
8020C93100,Sydney,-33.898383,Other,Colorbond,30.0,35.0,Single,No,2009,5880,None,9678.196
B2528DC163,Sydney,-33.743064,Timber Frame,Steel,22.5,24.0,Double,No,2010,7140,None,11983.059
EE87B9D1D0,Sydney,-33.847201,Timber Frame,Tile,20.0,335.0,Double,No,2009,4620,None,7606.477
727C298834,Sydney,-33.821211,Double Brick,,22.5,49.0,Single,Yes,2014,5040,None,8546.218
248924B77D,Sydney,-33.858844,Double Brick,Other,35.0,113.0,Double,Yes,2009,7140,None,9042.171
2F7716FE1A,Sydney,-33.943516,Timber Frame,Steel,25.0,,Double,No,2011,7560,None,13101.345
788C4EDA67,Sydney,-33.379706,Timber Frame,Other,25.0,41.0,Other,Yes,2011,7980,None,13434.229
71647C6722,Sydney,-33.590314,Double Brick,Tile,22.5,84.0,Single,Yes,2010,6300,Partial,7567.494
2A25FCCC41,Sydney,-33.573316,Timber Frame,,12.5,28.0,Single,Yes,2013,5460,Significant,4584.052
39F94C3851,Sydney,-34.062631,Timber Frame,Steel,22.5,323.0,Double,Yes,2012,5040,None,8484.276
15FF124286,Sydney,-33.74657,Timber Frame,Steel,35.0,25.0,Single,No,2018,6720,,12286.719
04515B2037,Sydney,-33.382919,Timber Frame,Steel,22.5,301.0,Single,No,2019,5040,None,8934.071
1861E78BD2,Sydney,-33.673915,Timber Frame,Steel,20.0,7.0,Double,Yes,2012,6300,None,10920.61
106E495CD2,Sydney,-33.730177,Timber Frame,Tile,25.0,297.0,Single,Yes,2020,5880,None,10391.579
98D2DA19A3,Sydney,-33.704335,Timber Frame,Steel,10.0,27.0,Double,Yes,2015,7140,Partial,9706.416
ABA6FAC030,Sydney,-33.745781,Timber Frame,Tile,30.0,358.0,Single,No,2013,7560,Partial,10836.189
38F28AA3B7,Sydney,-33.671403,Timber Frame,Tile,25.0,72.0,Double,Yes,2014,5460,None,8672.821
71E2AAFB37,Sydney,-33.968783,Timber Frame,Steel,10.0,360.0,,Yes,2012,5040,None,8383.894
0F744B866C,Sydney,-34.103078,Timber Frame,Steel,22.5,289.0,Single,Yes,2019,5880,None,10043.52
456D304235,Sydney,-33.779336,Timber Frame,,5.0,345.0,Single,Yes,2021,5460,None,9580.17
5E19A68495,Sydney,-34.127659,,Tile,10.0,308.0,Single,Yes,2013,5880,None,9566.537
7C2105A8A8,Sydney,-33.931346,Other,Tile,22.5,171.0,,Yes,2011,7560,None,9425.602
E41B5BE498,Sydney,-34.311412,Timber Frame,Steel,25.0,315.0,Double,Yes,2012,5040,None,8397.928
A45DBDD774,Sydney,-33.679649,Timber Frame,Tile,20.0,119.0,Double,Yes,2022,5460,Partial,-136708.42
B73C76318D,Sydney,-33.950022,Timber Frame,,30.0,108.0,Double,No,2010,8400,None,11206.394
68C350231E,Sydney,-33.902333,Timber Frame,Tile,20.0,146.0,Other,Yes,2017,7140,None,10097.476
C6E14EABD5,Sydney,-33.802688,Other,Steel,22.5,278.0,Double,Yes,2014,7140,None,11316.186
008F864E36,Sydney,-33.746665,Timber Frame,Steel,35.0,7.0,,Yes,2011,7140,None,12377.092
1F0E099A49,Sydney,-33.545057,Timber Frame,Steel,12.5,110.0,Single,Yes,2020,5040,None,8289.814
9F4FC0A497,Sydney,-33.339273,Timber Frame,Tile,22.5,30.0,Other,No,2020,5460,None,10232.739
743AA08BAA,Sydney,-34.195665,Double Brick,,30.0,6.0,Single,Yes,2017,5040,None,9316.888
BDAC0A7315,Sydney,-34.031388,Double Brick,Steel,30.0,38.0,Single,Yes,2013,5880,None,10066.052
50B4F07AE1,Sydney,-33.996421,Timber Frame,Tile,20.0,227.0,Double,Yes,2011,5880,None,7951.703
BCC5319815,Sydney,-33.469134,Double Brick,Steel,35.0,90.0,Double,Yes,2012,6300,None,9052.307
8A75724742,Sydney,-33.576307,Timber Frame,Steel,35.0,343.0,Single,Yes,2011,5460,None,9396.66
B244AF98C6,Sydney,-33.537545,Timber Frame,Tile,30.0,1.0,Other,No,2012,5880,None,10474.698
63ABB7F7AA,Sydney,-34.009744,Timber Frame,Tile,20.0,0.0,Double,No,2010,7560,Partial,10245.82
5F54597722,Sydney,-33.78325,Double Brick,Tile,25.0,348.0,Other,Yes,2017,5880,Partial,8612.235
E38D948742,Sydney,-33.65616,Timber Frame,Other,25.0,4.0,Single,Yes,2013,6720,Partial,9547.963
C32CEB47FE,Sydney,-33.547888,Timber Frame,Steel,25.0,323.0,Single,No,2019,5880,None,10776.258
2BF02F01E0,Sydney,-33.469169,Timber Frame,Tile,25.0,242.0,Single,Yes,2012,6300,Partial,6925.266
3DE47CBB1D,Sydney,-34.068787,Timber Frame,Steel,30.0,349.0,Double,Yes,2018,6300,None,11722.6
43E4DD386E,Sydney,-33.699717,Timber Frame,Steel,25.0,92.0,Double,No,2010,6300,None,9135.408
F9668AF55F,Sydney,-33.57266,Other,Tile,5.0,327.0,,Yes,2011,5040,None,7949.65
D8FDC2C3BA,Sydney,-33.417338,,Tile,22.5,131.0,Single,Yes,2012,6300,None,8510.463
3EDA4093E7,Sydney,-33.378344,Double Brick,Tile,25.0,95.0,Single,Yes,2017,7560,None,11771.935
0B12654F64,Sydney,-34.181143,Other,Tile,20.0,206.0,Single,Yes,2012,5460,None,7248.271
A77C8231CA,Sydney,-34.057071,Timber Frame,Other,22.5,357.0,Single,Yes,2020,7560,None,14279.79
1CE13F1B7C,Sydney,,Timber Frame,Steel,25.0,249.0,Double,No,2016,6720,None,9687.229
A72C7B2E0E,Sydney,-33.277473,Timber Frame,Steel,22.5,89.0,Double,No,2019,4620,None,7598.835
BB6596A8A9,Sydney,-33.846071,Double Brick,Steel,30.0,354.0,Single,Yes,2010,5880,None,10130.947
75A997DA01,Sydney,-33.340807,Timber Frame,Tile,5.0,301.0,Double,Yes,2021,5460,None,9448.748
09A9EF9FC9,Sydney,-34.164741,Timber Frame,Tile,25.0,76.0,Single,Yes,2015,7980,None,12596.92
5E5509CE47,Sydney,-33.64895,Timber Frame,Steel,30.0,7.0,Single,No,2016,6300,Significant,5811.646
27400D8F4C,Sydney,-33.66802,Timber Frame,Steel,30.0,113.0,Double,Yes,2017,4200,None,5962.376
D5B63CDEFA,Sydney,-33.856238,Other,Steel,30.0,309.0,Double,No,2020,6300,None,11376.987
CE8B149431,Sydney,-33.793768,,Tile,5.0,14.0,Double,Yes,2006,6720,None,10076.193
654EBBDFBD,Sydney,-33.988805,Double Brick,Other,30.0,305.0,,No,2019,5040,None,8903.381
A3ACEFBB23,Sydney,-34.035307,Double Brick,Tile,20.0,353.0,Single,Yes,2014,5460,None,9614.386
8A87E16A29,Sydney,-33.599916,Timber Frame,Tile,25.0,309.0,Other,Yes,2021,8400,None,15406.127
0BD0CD3A2F,Sydney,-33.594968,Double Brick,Tile,20.0,28.0,Single,Yes,2011,5040,None,8510.055
38C830BD33,Sydney,-33.812899,Double Brick,Other,25.0,50.0,Single,Yes,2010,5880,None,9519.44
7FAE5897AC,Sydney,-33.870561,Timber Frame,Tile,25.0,266.0,,Yes,2018,7980,Significant,6319.193
B26CE07F38,Sydney,-34.130629,Timber Frame,Steel,25.0,6.0,,Yes,2010,8400,,14284.204
6130A01BC4,Sydney,-33.97473,Double Brick,Tile,25.0,348.0,Double,Yes,2016,5040,Partial,7280.013
960281B2A1,Sydney,-33.812204,Timber Frame,Other,30.0,335.0,Other,Yes,2012,5880,,10146.691
F0B0080A79,Sydney,-33.449872,Timber Frame,Tile,10.0,99.0,Single,No,2020,6720,Significant,5625.504
9534C57F5B,Sydney,-33.649777,Timber Frame,Tile,30.0,282.0,Single,Yes,2021,7140,None,12151.346
1ABC4BB441,Sydney,-33.897774,Timber Frame,Other,20.0,291.0,Other,Yes,2013,6720,None,10833.508
9245AEAA2C,Sydney,-33.979424,Double Brick,Steel,35.0,148.0,,Yes,2012,7140,Partial,6475.591
650314143B,Sydney,-34.390971,Timber Frame,Steel,12.5,281.0,Other,No,2011,5880,Partial,7256.917
4B5AC90746,Sydney,-33.766026,Timber Frame,Other,35.0,292.0,Other,No,2012,7560,Partial,9390.536
DDABAD1097,Sydney,-33.545733,Timber Frame,Tile,25.0,208.0,Single,Yes,2018,6720,Significant,4523.761
612B333244,Sydney,-33.835646,Timber Frame,Other,20.0,286.0,,No,2012,6720,None,10608.025
BE108BC358,Sydney,-33.82381,Double Brick,Tile,5.0,35.0,Double,Yes,2019,7140,None,12259.45
CDD078542B,Sydney,-33.866574,Timber Frame,Steel,25.0,57.0,Single,Yes,2011,4200,Partial,5380.414
EF055E7B8D,Sydney,-33.663346,Timber Frame,Steel,22.5,303.0,Single,Yes,2021,6720,None,12157.206
C5CD66F0B1,Sydney,-33.751446,,Steel,25.0,129.0,Single,No,2017,8820,None,12280.936
F540D07D47,Sydney,-33.663875,Timber Frame,Steel,30.0,350.0,Single,No,2021,6300,None,12194.949
6857C27BC6,Sydney,-33.651433,Double Brick,Steel,25.0,3.0,Other,Yes,2022,6300,None,-243623.12000000002
5AD7257FE8,Sydney,-33.739746,Timber Frame,Tile,20.0,13.0,Double,No,2012,5880,None,10131.595
87D6525B01,Sydney,-33.277761,Timber Frame,Tile,20.0,27.0,Double,Yes,2010,5880,None,9873.991
FA0E1C41E9,Sydney,-33.996792,Timber Frame,Steel,12.5,315.0,Single,Yes,2011,8820,None,14291.376
6E3CE52A52,Sydney,-33.933515,Timber Frame,Tile,25.0,14.0,Single,Yes,2012,5460,None,9466.642
7F6DDE3410,Sydney,-33.995527,Other,Steel,30.0,184.0,Single,Yes,2011,6720,None,7480.862
8798EDC37B,Sydney,-33.357716,Timber Frame,Colorbond,30.0,1.0,Double,Yes,2014,5880,Significant,5368.928
482E177D74,Sydney,-34.119833,Double Brick,Steel,30.0,330.0,Other,No,2017,7560,Partial,10894.214
